city,slug,date,day_of_week,max_total_booked_hours,max_captured_at
dacula-ga,dacula-ga,2026-02-18,Wednesday,17.5,2026-02-18T18:30:36
mcdonoughga,mcdonoughga,2026-02-18,Wednesday,9.0,2026-02-18T23:16:08
roswell-ga,roswell-ga,2026-02-18,Wednesday,0.0,2026-02-18T00:00:47
suwanee-ga,suwanee-ga,2026-02-18,Wednesday,0.0,2026-02-18T00:00:47
warnerrobinsga,warnerrobinsga,2026-02-18,Wednesday,26.0,2026-02-18T19:31:07
woodstock-ga,woodstock-ga,2026-02-18,Wednesday,0.0,2026-02-18T00:00:47
cedar-rapids-ia,cedar-rapids-ia,2026-02-18,Wednesday,0.0,2026-02-18T00:00:47
ankeny-ia,ankeny-ia,2026-02-18,Wednesday,15.5,2026-02-18T22:49:08
des-moines-ia-downtown,des-moines-ia-downtown,2026-02-18,Wednesday,7.5,2026-02-18T23:16:08
des-moines-waukee-ia,des-moines-waukee-ia,2026-02-18,Wednesday,10.0,2026-02-18T23:47:50
boise-id,boise-id,2026-02-18,Wednesday,41.0,2026-02-18T19:31:07
meridian-id,meridian-id,2026-02-18,Wednesday,33.5,2026-02-18T22:49:08
carmelin,carmelin,2026-02-18,Wednesday,37.5,2026-02-18T23:47:50
evansville-in-east,evansville-in-east,2026-02-18,Wednesday,0.0,2026-02-18T00:00:47
fishers-in,fishers-in,2026-02-18,Wednesday,40.0,2026-02-18T21:35:46
kansas-city-leawood,kansas-city-leawood,2026-02-18,Wednesday,19.5,2026-02-18T23:47:50
overlandparkks,overlandparkks,2026-02-18,Wednesday,40.0,2026-02-18T22:49:08
ascension-la,ascension-la,2026-02-18,Wednesday,5.0,2026-02-18T23:47:50
baton-rouge-st-george,baton-rouge-st-george,2026-02-18,Wednesday,15.5,2026-02-18T22:49:08
shreveport-la-south,shreveport-la-south,2026-02-18,Wednesday,22.5,2026-02-18T22:49:08
monroe-la-west,monroe-la-west,2026-02-18,Wednesday,0.0,2026-02-18T00:00:47
maynardma,maynardma,2026-02-18,Wednesday,38.0,2026-02-18T22:49:08
southborough-ma,southborough-ma,2026-02-18,Wednesday,50.5,2026-02-18T21:35:46
crofton-md,crofton-md,2026-02-18,Wednesday,47.5,2026-02-18T21:35:46
towson-baltimore-md,towson-baltimore-md,2026-02-18,Wednesday,40.0,2026-02-18T21:35:46
white-marsh-baltimore-md,white-marsh-baltimore-md,2026-02-18,Wednesday,0.0,2026-02-18T00:00:47
clarkstonmi,clarkstonmi,2026-02-18,Wednesday,33.5,2026-02-18T19:31:07
farmington-mi,farmington-mi,2026-02-18,Wednesday,35.0,2026-02-18T17:40:46
grand-blanc-mi,grand-blanc-mi,2026-02-18,Wednesday,35.5,2026-02-18T17:40:46
jackson-mi,jackson-mi,2026-02-18,Wednesday,0.0,2026-02-18T00:00:47
lansing-mi,lansing-mi,2026-02-18,Wednesday,46.5,2026-02-18T22:49:08
livonia-mi,livonia-mi,2026-02-18,Wednesday,39.5,2026-02-18T05:03:48
novi-mi,novi-mi,2026-02-18,Wednesday,6.0,2026-02-18T15:33:02
rochester-hills-mi,rochester-hills-mi,2026-02-18,Wednesday,31.5,2026-02-18T23:47:50
troy-mi,troy-mi,2026-02-18,Wednesday,36.0,2026-02-18T20:06:02
west-bloomfield-mi,west-bloomfield-mi,2026-02-18,Wednesday,0.0,2026-02-18T00:00:47
st-louis-crestwood-mo,st-louis-crestwood-mo,2026-02-18,Wednesday,28.5,2026-02-18T20:06:02
liberty-mo,liberty-mo,2026-02-18,Wednesday,12.0,2026-02-18T19:31:07
rollamo,rollamo,2026-02-18,Wednesday,13.0,2026-02-18T23:16:08
bozemanmt,bozemanmt,2026-02-18,Wednesday,35.5,2026-02-18T20:06:02
chapel-hill-nc,chapel-hill-nc,2026-02-18,Wednesday,24.0,2026-02-18T23:16:08
raleigh-nc-north,raleigh-nc-north,2026-02-18,Wednesday,13.5,2026-02-18T21:35:46
lincoln-ne-south,lincoln-ne-south,2026-02-18,Wednesday,27.5,2026-02-18T21:35:46
omahane,omahane,2026-02-18,Wednesday,51.0,2026-02-18T23:47:50
papillionne,papillionne,2026-02-18,Wednesday,22.0,2026-02-18T18:30:36
howell-nj,howell-nj,2026-02-18,Wednesday,23.5,2026-02-18T20:06:02
pomptonplainsnj,pomptonplainsnj,2026-02-18,Wednesday,65.5,2026-02-18T20:06:02
princetonnj,princetonnj,2026-02-18,Wednesday,46.0,2026-02-18T20:06:02
toms-river-nj,toms-river-nj,2026-02-18,Wednesday,0.0,2026-02-18T00:00:47
lascruces-nm,lascruces-nm,2026-02-18,Wednesday,30.5,2026-02-18T22:49:08
hendersonnv,hendersonnv,2026-02-18,Wednesday,34.5,2026-02-18T22:49:08
mesquitenv,mesquitenv,2026-02-18,Wednesday,29.5,2026-02-18T23:47:50
southsummerlinnv,southsummerlinnv,2026-02-18,Wednesday,37.5,2026-02-18T21:35:46
summerlinlasvegasnv,summerlinlasvegasnv,2026-02-18,Wednesday,34.0,2026-02-18T22:49:08
bethpage-ny,bethpage-ny,2026-02-18,Wednesday,50.5,2026-02-18T05:03:48
fivetowns-ny,fivetowns-ny,2026-02-18,Wednesday,19.0,2026-02-18T20:06:02
brunswickoh,brunswickoh,2026-02-18,Wednesday,51.5,2026-02-18T05:03:48
chardonoh,chardonoh,2026-02-18,Wednesday,26.5,2026-02-18T21:35:46
columbus-upper-arlington-oh,columbus-upper-arlington-oh,2026-02-18,Wednesday,28.0,2026-02-18T17:40:46
dayton-oh-centerville,dayton-oh-centerville,2026-02-18,Wednesday,0.0,2026-02-18T00:00:47
north-canton-oh,north-canton-oh,2026-02-18,Wednesday,35.5,2026-02-18T21:35:46
woosteroh,woosteroh,2026-02-18,Wednesday,41.0,2026-02-18T18:30:36
jenks-ok,jenks-ok,2026-02-18,Wednesday,20.0,2026-02-18T23:16:08
tulsa-ok-southern-hills,tulsa-ok-southern-hills,2026-02-18,Wednesday,11.0,2026-02-18T21:35:46
clackamas-or,clackamas-or,2026-02-18,Wednesday,23.0,2026-02-18T22:49:08
eugeneor,eugeneor,2026-02-18,Wednesday,56.5,2026-02-18T23:47:50
salem-keizer-or,salem-keizer-or,2026-02-18,Wednesday,37.5,2026-02-18T22:49:08
sherwoodor,sherwoodor,2026-02-18,Wednesday,35.5,2026-02-18T23:47:50
paoli-pa,paoli-pa,2026-02-18,Wednesday,38.5,2026-02-18T17:40:46
yardley-pa,yardley-pa,2026-02-18,Wednesday,43.5,2026-02-18T22:49:08
york-pa,york-pa,2026-02-18,Wednesday,54.5,2026-02-18T23:47:50
aikensc,aikensc,2026-02-18,Wednesday,24.0,2026-02-18T20:06:02
spartanburgsc,spartanburgsc,2026-02-18,Wednesday,34.0,2026-02-18T22:49:08
sioux-falls-sd-south,sioux-falls-sd-south,2026-02-18,Wednesday,33.0,2026-02-18T22:49:08
chattanoogatn,chattanoogatn,2026-02-18,Wednesday,24.5,2026-02-18T03:12:21
clarksvilletn,clarksvilletn,2026-02-18,Wednesday,42.5,2026-02-18T11:42:49
cleveland-tn,cleveland-tn,2026-02-18,Wednesday,0.0,2026-02-18T00:00:47
franklintn,franklintn,2026-02-18,Wednesday,26.5,2026-02-18T18:30:36
knoxvilletn,knoxvilletn,2026-02-18,Wednesday,47.0,2026-02-18T22:49:08
memphis-tn-collierville,memphis-tn-collierville,2026-02-18,Wednesday,10.0,2026-02-18T16:40:08
mt-juliet-tn,mt-juliet-tn,2026-02-18,Wednesday,26.5,2026-02-18T23:16:08
nashville-bellevue-tn,nashville-bellevue-tn,2026-02-18,Wednesday,13.0,2026-02-18T22:49:08
spring-hill-tn-north,spring-hill-tn-north,2026-02-18,Wednesday,26.0,2026-02-18T19:31:07
aledo-willow-park-tx,aledo-willow-park-tx,2026-02-18,Wednesday,0.0,2026-02-18T00:00:47
allen-tx,allen-tx,2026-02-18,Wednesday,0.0,2026-02-18T00:00:47
amarillo-tx,amarillo-tx,2026-02-18,Wednesday,0.0,2026-02-18T00:00:47
arlington-tx-south,arlington-tx-south,2026-02-18,Wednesday,0.0,2026-02-18T00:00:47
houston-atascocita-tx,houston-atascocita-tx,2026-02-18,Wednesday,25.0,2026-02-18T23:16:08
eastaustintx,eastaustintx,2026-02-18,Wednesday,30.0,2026-02-18T23:47:50
southwestaustintx,southwestaustintx,2026-02-18,Wednesday,18.0,2026-02-18T21:35:46
austin-tx-westlake,austin-tx-westlake,2026-02-18,Wednesday,0.0,2026-02-18T00:00:47
cedar-park-tx-lakeline,cedar-park-tx-lakeline,2026-02-18,Wednesday,0.0,2026-02-18T00:00:47
colleyville-tx,colleyville-tx,2026-02-18,Wednesday,33.0,2026-02-18T21:35:46
denton-tx,denton-tx,2026-02-18,Wednesday,19.5,2026-02-18T23:47:50
flowermoundtx,flowermoundtx,2026-02-18,Wednesday,36.0,2026-02-18T23:47:50
fulshear-tx,fulshear-tx,2026-02-18,Wednesday,0.0,2026-02-18T00:00:47
granburytx,granburytx,2026-02-18,Wednesday,15.0,2026-02-18T22:49:08
grand-prairie-tx,grand-prairie-tx,2026-02-18,Wednesday,19.0,2026-02-18T14:36:01
houstonheightstx,houstonheightstx,2026-02-18,Wednesday,42.5,2026-02-18T21:35:46
houston-memorial-tx,houston-memorial-tx,2026-02-18,Wednesday,40.0,2026-02-18T22:49:08
katy-tx,katy-tx,2026-02-18,Wednesday,23.5,2026-02-18T21:35:46
kellertx,kellertx,2026-02-18,Wednesday,24.5,2026-02-18T22:49:08
lubbock-tx,lubbock-tx,2026-02-18,Wednesday,29.0,2026-02-18T23:16:08
woodlands-houston-tx,woodlands-houston-tx,2026-02-18,Wednesday,25.0,2026-02-18T22:49:08
mckinney-tx,mckinney-tx,2026-02-18,Wednesday,4.5,2026-02-18T23:47:50
midlandtx,midlandtx,2026-02-18,Wednesday,45.0,2026-02-18T23:47:50
east-odessa-tx,east-odessa-tx,2026-02-18,Wednesday,0.0,2026-02-18T00:00:47
planowesttx,planowesttx,2026-02-18,Wednesday,28.0,2026-02-18T23:47:50
round-rock-tx,round-rock-tx,2026-02-18,Wednesday,0.0,2026-02-18T00:00:47
shenandoah-tx,shenandoah-tx,2026-02-18,Wednesday,0.0,2026-02-18T00:00:47
sherman-tx,sherman-tx,2026-02-18,Wednesday,20.5,2026-02-18T23:16:08
spring-tx,spring-tx,2026-02-18,Wednesday,10.0,2026-02-18T22:49:08
tylersouthtx,tylersouthtx,2026-02-18,Wednesday,38.5,2026-02-18T22:49:08
americanforkut,americanforkut,2026-02-18,Wednesday,47.5,2026-02-18T19:31:07
cedarcity,cedarcity,2026-02-18,Wednesday,37.5,2026-02-18T17:40:46
layton-ut,layton-ut,2026-02-18,Wednesday,24.0,2026-02-18T21:35:46
lehiut,lehiut,2026-02-18,Wednesday,39.0,2026-02-18T21:35:46
millcreekut,millcreekut,2026-02-18,Wednesday,17.5,2026-02-18T03:12:21
murrayut,murrayut,2026-02-18,Wednesday,15.5,2026-02-18T21:35:46
ogden-pleasant-view-ut,ogden-pleasant-view-ut,2026-02-18,Wednesday,28.0,2026-02-18T21:35:46
ogden-riverdale-ut,ogden-riverdale-ut,2026-02-18,Wednesday,9.0,2026-02-18T18:30:36
orem-ut,orem-ut,2026-02-18,Wednesday,41.5,2026-02-18T22:49:08
richfield,richfield,2026-02-18,Wednesday,16.5,2026-02-18T23:47:50
sandyut,sandyut,2026-02-18,Wednesday,35.5,2026-02-18T21:35:46
spanishforkut,spanishforkut,2026-02-18,Wednesday,35.5,2026-02-18T22:49:08
stgeorgeut,stgeorgeut,2026-02-18,Wednesday,20.5,2026-02-18T22:49:08
st-george-ut-river-rd,st-george-ut-river-rd,2026-02-18,Wednesday,26.0,2026-02-18T16:40:08
st-george-ut-sunset,st-george-ut-sunset,2026-02-18,Wednesday,29.0,2026-02-18T23:47:50
lynchburg-va,lynchburg-va,2026-02-18,Wednesday,23.0,2026-02-18T22:49:08
midlothian-va,midlothian-va,2026-02-18,Wednesday,0.0,2026-02-18T00:00:47
virginia-beach-va-courthouse,virginia-beach-va-courthouse,2026-02-18,Wednesday,0.0,2026-02-18T00:00:47
hudson-wi,hudson-wi,2026-02-18,Wednesday,0.0,2026-02-18T00:00:47
anthem-az,anthem-az,2026-02-18,Wednesday,0.0,2026-02-18T03:12:21
birminghamal,birminghamal,2026-02-19,Thursday,22.0,2026-02-19T23:28:51
huntsville-al-research-park,huntsville-al-research-park,2026-02-19,Thursday,19.0,2026-02-19T23:55:52
fayetteville-ar,fayetteville-ar,2026-02-19,Thursday,31.0,2026-02-19T23:28:51
anthem-az,anthem-az,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
chandleraz,chandleraz,2026-02-19,Thursday,21.0,2026-02-19T22:16:25
southchandleraz,southchandleraz,2026-02-19,Thursday,25.0,2026-02-19T21:05:00
gilbertaz,gilbertaz,2026-02-19,Thursday,36.0,2026-02-19T15:31:10
glendaleaz,glendaleaz,2026-02-19,Thursday,46.0,2026-02-19T22:54:33
goodyear-az,goodyear-az,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
lake-havasu-city-az,lake-havasu-city-az,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
mesa-az-east,mesa-az-east,2026-02-19,Thursday,10.5,2026-02-19T22:54:33
paradise-valley-az,paradise-valley-az,2026-02-19,Thursday,23.0,2026-02-19T23:28:51
glendale-az-peoria,glendale-az-peoria,2026-02-19,Thursday,13.0,2026-02-19T22:54:33
scottsdaleaz,scottsdaleaz,2026-02-19,Thursday,45.0,2026-02-19T23:28:51
scottsdale-az-north,scottsdale-az-north,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
surpriseaz,surpriseaz,2026-02-19,Thursday,31.5,2026-02-19T23:55:52
talkingstickaz,talkingstickaz,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
tempeaz,tempeaz,2026-02-19,Thursday,12.5,2026-02-19T22:54:33
carlsbadca,carlsbadca,2026-02-19,Thursday,44.0,2026-02-19T23:55:52
rancho-mirage-ca,rancho-mirage-ca,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
fort-collins-timnath-co,fort-collins-timnath-co,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
invernessco,invernessco,2026-02-19,Thursday,22.5,2026-02-19T19:57:50
littleton-co,littleton-co,2026-02-19,Thursday,29.5,2026-02-19T21:47:19
loveland-co-johnstown,loveland-co-johnstown,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
colorado-springs-northgate,colorado-springs-northgate,2026-02-19,Thursday,50.5,2026-02-19T14:38:56
pueblowestco,pueblowestco,2026-02-19,Thursday,31.5,2026-02-19T22:54:33
westminster-co,westminster-co,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
wilmingtonde,wilmingtonde,2026-02-19,Thursday,58.0,2026-02-19T13:49:55
boca-raton-fl-west,boca-raton-fl-west,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
bradentonfl,bradentonfl,2026-02-19,Thursday,22.0,2026-02-19T20:41:25
jacksonvillebeachfl,jacksonvillebeachfl,2026-02-19,Thursday,32.0,2026-02-19T23:28:51
miramarbeach,miramarbeach,2026-02-19,Thursday,30.0,2026-02-19T22:16:25
naplesfl,naplesfl,2026-02-19,Thursday,32.0,2026-02-19T23:55:52
naples-fl-north,naples-fl-north,2026-02-19,Thursday,12.0,2026-02-19T23:55:52
oldsmarfl,oldsmarfl,2026-02-19,Thursday,45.0,2026-02-19T23:55:52
orlando-fl-waterford-lakes,orlando-fl-waterford-lakes,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
ponte-vedra-fl,ponte-vedra-fl,2026-02-19,Thursday,9.5,2026-02-19T18:30:30
port-charlotte-fl,port-charlotte-fl,2026-02-19,Thursday,43.5,2026-02-19T23:55:52
spring-hill-fl,spring-hill-fl,2026-02-19,Thursday,17.0,2026-02-19T21:47:19
st-augustine-fl,st-augustine-fl,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
alpharetta-ga,alpharetta-ga,2026-02-19,Thursday,9.0,2026-02-19T14:38:56
westmidtownga,westmidtownga,2026-02-19,Thursday,38.0,2026-02-19T19:26:15
augustaga,augustaga,2026-02-19,Thursday,34.5,2026-02-19T19:26:15
braseltonga,braseltonga,2026-02-19,Thursday,31.0,2026-02-19T23:28:51
dacula-ga,dacula-ga,2026-02-19,Thursday,16.0,2026-02-19T22:16:25
mcdonoughga,mcdonoughga,2026-02-19,Thursday,15.0,2026-02-19T23:28:51
roswell-ga,roswell-ga,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
suwanee-ga,suwanee-ga,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
warnerrobinsga,warnerrobinsga,2026-02-19,Thursday,33.5,2026-02-19T19:57:50
woodstock-ga,woodstock-ga,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
cedar-rapids-ia,cedar-rapids-ia,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
ankeny-ia,ankeny-ia,2026-02-19,Thursday,14.5,2026-02-19T22:54:33
des-moines-ia-downtown,des-moines-ia-downtown,2026-02-19,Thursday,16.0,2026-02-19T19:26:15
des-moines-waukee-ia,des-moines-waukee-ia,2026-02-19,Thursday,17.5,2026-02-19T22:16:25
boise-id,boise-id,2026-02-19,Thursday,47.5,2026-02-19T17:31:48
meridian-id,meridian-id,2026-02-19,Thursday,40.0,2026-02-19T22:16:25
carmelin,carmelin,2026-02-19,Thursday,39.5,2026-02-19T19:57:50
evansville-in-east,evansville-in-east,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
fishers-in,fishers-in,2026-02-19,Thursday,46.5,2026-02-19T21:05:00
kansas-city-leawood,kansas-city-leawood,2026-02-19,Thursday,26.0,2026-02-19T19:26:15
overlandparkks,overlandparkks,2026-02-19,Thursday,39.5,2026-02-19T18:30:30
ascension-la,ascension-la,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
baton-rouge-st-george,baton-rouge-st-george,2026-02-19,Thursday,10.5,2026-02-19T19:26:15
shreveport-la-south,shreveport-la-south,2026-02-19,Thursday,22.0,2026-02-19T23:55:52
monroe-la-west,monroe-la-west,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
maynardma,maynardma,2026-02-19,Thursday,41.5,2026-02-19T23:55:52
southborough-ma,southborough-ma,2026-02-19,Thursday,57.5,2026-02-19T23:55:52
crofton-md,crofton-md,2026-02-19,Thursday,54.0,2026-02-19T23:28:51
towson-baltimore-md,towson-baltimore-md,2026-02-19,Thursday,40.0,2026-02-19T19:57:50
white-marsh-baltimore-md,white-marsh-baltimore-md,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
clarkstonmi,clarkstonmi,2026-02-19,Thursday,31.5,2026-02-19T23:55:52
farmington-mi,farmington-mi,2026-02-19,Thursday,34.5,2026-02-19T17:31:48
grand-blanc-mi,grand-blanc-mi,2026-02-19,Thursday,32.5,2026-02-19T19:26:15
jackson-mi,jackson-mi,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
lansing-mi,lansing-mi,2026-02-19,Thursday,46.0,2026-02-19T19:26:15
livonia-mi,livonia-mi,2026-02-19,Thursday,44.0,2026-02-19T19:57:50
novi-mi,novi-mi,2026-02-19,Thursday,6.0,2026-02-19T03:41:12
rochester-hills-mi,rochester-hills-mi,2026-02-19,Thursday,34.0,2026-02-19T22:16:25
troy-mi,troy-mi,2026-02-19,Thursday,36.0,2026-02-19T21:47:19
west-bloomfield-mi,west-bloomfield-mi,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
st-louis-crestwood-mo,st-louis-crestwood-mo,2026-02-19,Thursday,27.5,2026-02-19T23:55:52
liberty-mo,liberty-mo,2026-02-19,Thursday,12.0,2026-02-19T23:55:52
rollamo,rollamo,2026-02-19,Thursday,12.0,2026-02-19T22:16:25
bozemanmt,bozemanmt,2026-02-19,Thursday,43.0,2026-02-19T19:57:50
chapel-hill-nc,chapel-hill-nc,2026-02-19,Thursday,51.0,2026-02-19T18:30:30
raleigh-nc-north,raleigh-nc-north,2026-02-19,Thursday,30.0,2026-02-19T00:57:47
lincoln-ne-south,lincoln-ne-south,2026-02-19,Thursday,38.0,2026-02-19T22:16:25
omahane,omahane,2026-02-19,Thursday,53.0,2026-02-19T18:30:30
papillionne,papillionne,2026-02-19,Thursday,30.5,2026-02-19T12:28:42
howell-nj,howell-nj,2026-02-19,Thursday,28.0,2026-02-19T22:16:25
pomptonplainsnj,pomptonplainsnj,2026-02-19,Thursday,68.5,2026-02-19T19:26:15
princetonnj,princetonnj,2026-02-19,Thursday,44.0,2026-02-19T21:05:00
toms-river-nj,toms-river-nj,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
lascruces-nm,lascruces-nm,2026-02-19,Thursday,32.0,2026-02-19T21:47:19
hendersonnv,hendersonnv,2026-02-19,Thursday,38.5,2026-02-19T21:47:19
mesquitenv,mesquitenv,2026-02-19,Thursday,28.0,2026-02-19T05:13:00
southsummerlinnv,southsummerlinnv,2026-02-19,Thursday,34.0,2026-02-19T21:47:19
summerlinlasvegasnv,summerlinlasvegasnv,2026-02-19,Thursday,34.5,2026-02-19T22:54:33
bethpage-ny,bethpage-ny,2026-02-19,Thursday,49.0,2026-02-19T16:30:16
fivetowns-ny,fivetowns-ny,2026-02-19,Thursday,25.5,2026-02-19T19:57:50
brunswickoh,brunswickoh,2026-02-19,Thursday,56.0,2026-02-19T13:49:55
chardonoh,chardonoh,2026-02-19,Thursday,41.5,2026-02-19T21:47:19
columbus-upper-arlington-oh,columbus-upper-arlington-oh,2026-02-19,Thursday,29.5,2026-02-19T19:57:50
dayton-oh-centerville,dayton-oh-centerville,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
north-canton-oh,north-canton-oh,2026-02-19,Thursday,42.5,2026-02-19T17:31:48
woosteroh,woosteroh,2026-02-19,Thursday,38.5,2026-02-19T10:58:09
jenks-ok,jenks-ok,2026-02-19,Thursday,21.0,2026-02-19T23:55:52
tulsa-ok-southern-hills,tulsa-ok-southern-hills,2026-02-19,Thursday,13.5,2026-02-19T20:41:25
clackamas-or,clackamas-or,2026-02-19,Thursday,26.5,2026-02-19T21:05:00
eugeneor,eugeneor,2026-02-19,Thursday,57.0,2026-02-19T20:41:25
salem-keizer-or,salem-keizer-or,2026-02-19,Thursday,31.0,2026-02-19T18:30:30
sherwoodor,sherwoodor,2026-02-19,Thursday,35.0,2026-02-19T21:47:19
paoli-pa,paoli-pa,2026-02-19,Thursday,39.5,2026-02-19T21:47:19
yardley-pa,yardley-pa,2026-02-19,Thursday,40.0,2026-02-19T03:41:12
york-pa,york-pa,2026-02-19,Thursday,67.0,2026-02-19T18:30:30
aikensc,aikensc,2026-02-19,Thursday,34.0,2026-02-19T20:41:25
spartanburgsc,spartanburgsc,2026-02-19,Thursday,38.5,2026-02-19T23:28:51
sioux-falls-sd-south,sioux-falls-sd-south,2026-02-19,Thursday,38.5,2026-02-19T19:26:15
chattanoogatn,chattanoogatn,2026-02-19,Thursday,20.0,2026-02-19T18:30:30
clarksvilletn,clarksvilletn,2026-02-19,Thursday,33.5,2026-02-19T21:05:00
cleveland-tn,cleveland-tn,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
franklintn,franklintn,2026-02-19,Thursday,29.5,2026-02-19T03:41:12
knoxvilletn,knoxvilletn,2026-02-19,Thursday,70.5,2026-02-19T23:55:52
memphis-tn-collierville,memphis-tn-collierville,2026-02-19,Thursday,30.0,2026-02-19T22:54:33
mt-juliet-tn,mt-juliet-tn,2026-02-19,Thursday,20.0,2026-02-19T23:55:52
nashville-bellevue-tn,nashville-bellevue-tn,2026-02-19,Thursday,9.0,2026-02-19T20:41:25
spring-hill-tn-north,spring-hill-tn-north,2026-02-19,Thursday,20.0,2026-02-19T22:54:33
aledo-willow-park-tx,aledo-willow-park-tx,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
allen-tx,allen-tx,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
amarillo-tx,amarillo-tx,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
arlington-tx-south,arlington-tx-south,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
houston-atascocita-tx,houston-atascocita-tx,2026-02-19,Thursday,16.5,2026-02-19T23:28:51
eastaustintx,eastaustintx,2026-02-19,Thursday,37.0,2026-02-19T19:26:15
southwestaustintx,southwestaustintx,2026-02-19,Thursday,10.5,2026-02-19T22:54:33
austin-tx-westlake,austin-tx-westlake,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
cedar-park-tx-lakeline,cedar-park-tx-lakeline,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
colleyville-tx,colleyville-tx,2026-02-19,Thursday,17.0,2026-02-19T23:28:51
denton-tx,denton-tx,2026-02-19,Thursday,21.5,2026-02-19T21:47:19
flowermoundtx,flowermoundtx,2026-02-19,Thursday,38.0,2026-02-19T22:54:33
fulshear-tx,fulshear-tx,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
granburytx,granburytx,2026-02-19,Thursday,11.5,2026-02-19T21:47:19
grand-prairie-tx,grand-prairie-tx,2026-02-19,Thursday,15.0,2026-02-19T23:28:51
houstonheightstx,houstonheightstx,2026-02-19,Thursday,38.0,2026-02-19T23:55:52
houston-memorial-tx,houston-memorial-tx,2026-02-19,Thursday,31.5,2026-02-19T18:30:30
katy-tx,katy-tx,2026-02-19,Thursday,21.5,2026-02-19T16:30:16
kellertx,kellertx,2026-02-19,Thursday,29.0,2026-02-19T15:31:10
lubbock-tx,lubbock-tx,2026-02-19,Thursday,35.0,2026-02-19T23:28:51
woodlands-houston-tx,woodlands-houston-tx,2026-02-19,Thursday,30.5,2026-02-19T21:47:19
mckinney-tx,mckinney-tx,2026-02-19,Thursday,8.5,2026-02-19T00:57:47
midlandtx,midlandtx,2026-02-19,Thursday,55.5,2026-02-19T18:30:30
east-odessa-tx,east-odessa-tx,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
planowesttx,planowesttx,2026-02-19,Thursday,28.0,2026-02-19T23:55:52
round-rock-tx,round-rock-tx,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
shenandoah-tx,shenandoah-tx,2026-02-19,Thursday,0.0,2026-02-19T00:57:47
sherman-tx,sherman-tx,2026-02-19,Thursday,23.5,2026-02-19T23:28:51
spring-tx,spring-tx,2026-02-19,Thursday,6.0,2026-02-19T21:47:19
tylersouthtx,tylersouthtx,2026-02-19,Thursday,42.0,2026-02-19T17:31:48
americanforkut,americanforkut,2026-02-19,Thursday,52.0,2026-02-19T14:38:56
cedarcity,cedarcity,2026-02-19,Thursday,38.0,2026-02-19T20:41:25
layton-ut,layton-ut,2026-02-19,Thursday,25.5,2026-02-19T22:16:25
lehiut,lehiut,2026-02-19,Thursday,42.0,2026-02-19T22:16:25
millcreekut,millcreekut,2026-02-19,Thursday,17.5,2026-02-19T00:57:47
murrayut,murrayut,2026-02-19,Thursday,24.5,2026-02-19T23:28:51
ogden-pleasant-view-ut,ogden-pleasant-view-ut,2026-02-19,Thursday,32.0,2026-02-19T22:54:33
ogden-riverdale-ut,ogden-riverdale-ut,2026-02-19,Thursday,19.0,2026-02-19T23:55:52
orem-ut,orem-ut,2026-02-19,Thursday,47.0,2026-02-19T22:54:33
richfield,richfield,2026-02-19,Thursday,14.5,2026-02-19T22:54:33
sandyut,sandyut,2026-02-19,Thursday,38.0,2026-02-19T23:55:52
spanishforkut,spanishforkut,2026-02-19,Thursday,42.0,2026-02-19T19:26:15
stgeorgeut,stgeorgeut,2026-02-19,Thursday,23.5,2026-02-19T16:30:16
st-george-ut-river-rd,st-george-ut-river-rd,2026-02-19,Thursday,31.0,2026-02-19T16:30:16
st-george-ut-sunset,st-george-ut-sunset,2026-02-19,Thursday,18.5,2026-02-19T22:54:33
